code_pays,pays,wpid_random,wgt,sexe,age,education,quintile_revenu,actif,account,account_fin,account_mob,mobileowner,fin48_id_nat,fin2_carte_debit,fin3_carte_nom_propre,fin4_carte_utilisee_12m,fin5_mobile_acces_compte,fin6_mobile_solde,fin7_carte_credit,fin8_carte_credit_utilisee,fin9_depot_12m,fin10_retrait_12m,fin11a_trop_loin,fin11b_trop_cher,fin11c_docs_manquants,fin11d_manque_confiance,fin11e_religion,fin11f_manque_argent,fin11g_famille_a_compte,fin11h_pas_besoin,fin14a_paiement_enligne,fin14b_achat_enligne,saved,fin15_epargne_agri_biz,fin16_epargne_retraite,fin17a_epargne_inst_fin,fin17b_epargne_tontine,epargne_totale,borrowed,fin19_pret_immo,fin20_emprunt_sante,fin21_emprunt_agri_biz,fin22a_emprunt_inst_fin,fin22b_emprunt_famille,fin22c_emprunt_tontine,fin24_fonds_urgence,fin25_source_urgence,fin26_envoi_transfert,fin27a_envoi_via_fi,fin27b_envoi_via_mobile,fin27c1_envoi_especes,fin27c2_envoi_mto,fin28_recep_transfert,fin29a_recep_via_fi,fin29b_recep_via_mobile,fin29c1_recep_especes,fin29c2_recep_mto,fin30_paie_factures,fin31a_factures_compte,fin31b_factures_mobile,fin31c_factures_especes,fin32_salaire_12m,fin33_secteur_public,fin34a_salaire_compte,fin34b_salaire_mobile,fin34c1_salaire_especes,fin34c2_salaire_carte,fin37_transferts_etat,fin38_pension_etat,fin39a_etat_compte,fin39b_etat_mobile,fin39c1_etat_especes,fin39c2_etat_carte,fin42_paie_agri,fin43a_agri_compte,fin43b_agri_mobile,fin43c1_agri_especes,fin43c2_agri_carte,fin46_paie_auto_emploi,fin47a_autoemploi_compte,fin47b_autoemploi_mobile,fin47c1_autoemploi_especes,fin47c2_autoemploi_carte,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,pay_onlne,pay_cash,flag_fin2_carte_debit,flag_fin5_mobile_acces_compte,flag_fin27b_envoi_via_mobile,flag_saved,flag_age
BEN,Bénin,143101339,1.90960946697557,Masculin,60,Primaire ou moins,20% les plus pauvres,Inactif,0,0,0,1,0,0,,,,,0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,123998301,2.07576112976815,Masculin,45,Primaire ou moins,20% les plus pauvres,Actif,1,1,0,1,1,0,,,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,1,Epargne,1,1,1,,,0,,,,,1,0,0,0,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,3,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,157155643,0.785666085597548,Masculin,27,Superieur,4e quintile,Actif,0,0,0,1,1,0,,,,,0,,,,0,0,0,1,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,,1,Epargne,1,0,1,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,155618899,1.45056767713004,Feminin,24,Primaire ou moins,2e quintile,Actif,0,0,0,1,0,0,,,,,0,,,,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,1,1,Famille ou amis,0,,,,,0,,,,,1,0,0,0,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,3,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,143861320,0.461587758979834,Masculin,22,Primaire ou moins,20% les plus riches,Actif,0,0,0,0,0,0,,,,,0,,,,1,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,177516607,2.7316011423558,Masculin,20,Primaire ou moins,20% les plus riches,Inactif,0,0,0,1,0,0,,,,,0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,1,0,0,0,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,3,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,189286026,2.6058572333844,Feminin,40,Primaire ou moins,2e quintile,Inactif,1,1,0,1,1,0,,,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,,0,,,,,1,0,1,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,201512444,0.303756650625322,Feminin,22,Secondaire,20% les plus pauvres,Actif,0,0,0,1,0,0,,,,,0,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,Famille ou amis,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,TRUE,FALSE
BEN,Bénin,135698191,0.79451738252525,Masculin,20,Secondaire,20% les plus riches,Actif,1,1,1,1,1,0,,,1,1,0,,1,1,,,,,,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,1,,1,Famille ou amis,1,1,1,,,1,1,1,,,1,1,0,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,1,1,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
BEN,Bénin,199683596,0.475106349066106,Masculin,28,Superieur,20% les plus pauvres,Actif,1,1,0,1,1,1,1,0,0,0,0,,1,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Epargne,1,1,1,,,0,,,,,0,,,,1,1,1,0,,,0,0,,,,,0,,,,,,,,,,1,4,4,4,4,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,139744322,0.698574204414115,Masculin,32,Secondaire,2e quintile,Actif,1,1,1,1,1,1,1,1,0,0,0,,1,1,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,Epargne,1,1,1,,,1,0,1,,,0,,,,0,,,,,,0,0,,,,,0,,,,,1,0,0,1,1,4,4,4,4,4,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,176559987,0.482720645605836,Feminin,29,Secondaire,3e quintile (median),Actif,0,0,0,1,0,0,,,,,0,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,200555332,0.616236634756413,Feminin,46,Primaire ou moins,20% les plus riches,Actif,1,1,0,1,1,0,,,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1,1,1,,,0,,,,,1,0,0,1,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,2,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,194581439,1.83400138648864,Masculin,25,Primaire ou moins,3e quintile (median),Actif,0,0,0,0,1,0,,,,,0,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,1,Emprunt (banque ou employeur),1,0,0,1,0,1,0,0,1,0,0,,,,0,,,,,,0,0,,,,,1,0,0,1,0,,,,,,4,4,4,2,4,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,192736014,0.955218569236076,Feminin,22,Primaire ou moins,4e quintile,Actif,0,0,0,1,0,0,,,,,0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Famille ou amis,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,209300560,2.23800572229455,Feminin,24,Primaire ou moins,20% les plus pauvres,Inactif,0,0,0,0,0,0,,,,,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,1,0,0,1,0,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,122865699,0.471263043968071,Masculin,35,Primaire ou moins,4e quintile,Actif,1,1,0,1,1,0,,,1,1,0,,0,1,,,,,,,,,0,0,1,1,0,0,1,2,1,1,1,0,1,1,1,1,Epargne,1,0,0,1,0,1,0,1,,,1,0,0,1,0,,,,,,0,0,,,,,1,0,0,1,0,,,,,,4,4,4,2,2,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,178253055,0.474468458984741,Feminin,30,Secondaire,20% les plus riches,Actif,1,1,0,1,1,0,,,0,0,0,,0,0,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,1,Salaire ou travail,0,,,,,0,,,,,1,0,0,1,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,2,5,0,0,FALSE,FALSE,FALSE,TRUE,FALSE
BEN,Bénin,135806799,0.619126737400669,Feminin,24,Primaire ou moins,2e quintile,Inactif,0,0,0,0,1,0,,,,,0,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,1,0,0,1,0,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,165152100,2.47650694960268,Feminin,18,Primaire ou moins,4e quintile,Inactif,0,0,0,1,0,0,,,,,0,,,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,0,,0,,,,,1,0,1,,,0,,,,0,,,,,,0,0,,,,,0,,,,,1,0,1,,,4,4,4,4,4,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,166621320,1.09848552043145,Masculin,15,Secondaire,3e quintile (median),Inactif,0,0,0,0,0,0,,,,,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,197802222,2.86061246516387,Feminin,18,Primaire ou moins,2e quintile,Actif,0,0,0,0,0,0,,,,,0,,,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,1,0,0,1,0,,,,,,4,4,4,2,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,164932382,1.77585554467141,Masculin,15,Primaire ou moins,4e quintile,Actif,1,1,1,1,1,0,,,,,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,0,,0,,,,,0,,,,,1,1,1,,1,1,1,1,,,1,0,0,0,1,0,0,,,,,,,,,,1,2,4,4,1,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,176297417,0.676426355733788,Masculin,15,Primaire ou moins,20% les plus pauvres,Actif,0,0,0,1,0,0,,,,,0,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,143955895,0.424239090584339,Feminin,29,Secondaire,3e quintile (median),Actif,1,0,1,1,1,0,,,,,0,,,,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,Epargne,1,0,1,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,1,0,0,1,0,4,4,4,4,4,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,184871988,0.3730512172039,Feminin,35,Primaire ou moins,20% les plus riches,Actif,0,0,0,0,1,0,,,,,0,,,,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,Epargne,1,0,1,,,1,0,1,,,,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,5,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
BEN,Bénin,111194456,0.427766192829457,Masculin,52,Primaire ou moins,20% les plus pauvres,Actif,1,1,0,1,1,0,,,0,0,0,,0,1,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,1,Epargne,1,0,0,1,0,1,0,0,1,0,0,,,,0,,,,,,0,0,,,,,1,1,0,,,,,,,,4,4,4,1,4,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,158910568,2.09240887192488,Feminin,24,Primaire ou moins,20% les plus riches,Actif,0,0,0,1,1,0,,,,,0,,,,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,1,0,0,,0,,,,,1,0,0,1,0,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,124094512,0.286061246516387,Masculin,23,Primaire ou moins,2e quintile,Actif,1,1,0,1,1,0,,,0,0,0,,1,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,0,0,1,0,0,,,,,1,0,0,1,0,,,,,,0,0,,,,,1,1,0,,,,,,,,4,4,4,1,2,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,127838523,1.58041720941467,Masculin,15,Primaire ou moins,20% les plus pauvres,Inactif,0,0,0,1,0,0,,,,,0,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,TRUE,FALSE
BEN,Bénin,183470754,0.669817402746402,Masculin,17,Secondaire,2e quintile,Actif,0,0,0,1,0,0,,,,,0,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,150698790,0.926413453757964,Masculin,36,Primaire ou moins,20% les plus pauvres,Actif,0,0,0,1,1,0,,,,,0,,,,0,1,1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,119588901,0.497950997165027,Feminin,22,Secondaire,20% les plus pauvres,Actif,0,0,0,1,1,0,,,,,0,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,Famille ou amis,0,,,,,1,0,0,1,0,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,200604423,0.470478356436814,Feminin,50,Primaire ou moins,20% les plus riches,Actif,1,1,0,1,1,0,,,0,0,1,1,0,0,,,,,,,,,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,,0,,,,,0,,,,,1,0,0,1,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,2,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,130873258,0.573714720692241,Feminin,27,Primaire ou moins,20% les plus pauvres,Inactif,0,0,0,1,0,1,0,,,,0,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,160567342,0.578191023725398,Feminin,19,Secondaire,2e quintile,Actif,0,0,0,0,1,0,,,,,0,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,Emprunt (banque ou employeur),0,,,,,1,0,0,1,0,0,,,,0,,,,,,1,0,0,0,0,0,0,,,,,0,,,,,4,3,4,4,4,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,124875170,0.560484864364922,Masculin,18,Primaire ou moins,20% les plus pauvres,Actif,1,0,1,1,0,0,,,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,1,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,1,0,1,,,,,,,,4,4,4,1,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,112402325,0.723700287251813,Feminin,21,Secondaire,3e quintile (median),Actif,0,0,0,1,1,0,,,,,0,,,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,1,0,1,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,136994558,1.08525874469709,Masculin,40,Primaire ou moins,3e quintile (median),Actif,0,0,0,0,0,0,,,,,0,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,156572170,0.593644874285649,Masculin,63,Primaire ou moins,20% les plus riches,Actif,1,1,0,1,1,0,,,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,1,0,0,1,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,2,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,185484643,0.850337410997579,Feminin,50,Primaire ou moins,20% les plus riches,Actif,0,0,0,1,1,0,,,,,0,,,,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,0,,,,,0,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,4,4,4,5,4,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,142141273,0.673464510634643,Masculin,21,Secondaire,2e quintile,Inactif,1,1,0,1,1,0,,,1,1,0,,0,0,,,,,,,,,0,0,1,1,0,0,1,2,1,0,1,1,0,1,0,1,Salaire ou travail,1,1,1,,,1,0,0,0,0,1,0,0,1,0,,,,,,0,0,,,,,1,0,0,1,0,,,,,,4,4,4,2,2,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,128038665,0.336869597699504,Masculin,16,Primaire ou moins,20% les plus pauvres,Actif,1,1,1,1,1,1,1,1,0,0,0,,0,1,,,,,,,,,0,0,1,1,1,0,0,2,1,0,0,1,0,1,,0,,0,,,,,0,,,,,0,,,,1,0,1,1,,,0,0,,,,,1,0,1,,,,,,,,1,4,4,1,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,143561948,0.400921122937472,Feminin,28,Superieur,3e quintile (median),Inactif,0,0,0,1,1,0,,,,,0,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,Salaire ou travail,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,122339914,0.544382207140432,Feminin,38,Primaire ou moins,2e quintile,Actif,0,0,0,0,0,0,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,132300837,0.626845558982331,Masculin,23,Secondaire,4e quintile,Actif,1,0,1,1,0,0,,,,,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,204379634,1.25369111796466,Masculin,19,Secondaire,2e quintile,Actif,0,0,0,0,0,0,,,,,0,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Emprunt (banque ou employeur),0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,209570314,1.25544532315493,Feminin,20,Primaire ou moins,4e quintile,Actif,0,0,0,1,0,0,,,,,0,,,,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,1,,0,,1,0,0,1,0,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,118550936,0.286061246516387,Masculin,23,Secondaire,3e quintile (median),Actif,0,0,0,1,0,0,,,,,0,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Salaire ou travail,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,200453454,1.40639707320807,Masculin,15,Primaire ou moins,4e quintile,Actif,1,1,0,1,0,0,,,0,0,0,,0,0,,,,,,,,,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,Epargne,0,,,,,1,0,0,0,0,0,,,,0,,,,,,0,0,,,,,1,0,0,1,0,,,,,,4,4,4,2,4,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,188011292,0.505730355993928,Feminin,20,Secondaire,20% les plus riches,Actif,0,0,0,0,0,0,,,,,0,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,Emprunt (banque ou employeur),0,,,,,0,,,,,0,,,,1,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,2,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,167270288,0.573714720692241,Feminin,26,Primaire ou moins,3e quintile (median),Actif,0,0,0,1,0,0,,,,,0,,,,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,187236099,0.286061246516387,Feminin,20,Secondaire,20% les plus riches,Inactif,0,0,0,1,0,0,,,,,0,,,,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,0,0,0,0,0,,,,,,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,5,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,200265867,0.910898425365838,Feminin,16,Primaire ou moins,4e quintile,Actif,0,0,0,0,1,0,,,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,1,0,0,0,0,,,,,,4,4,4,3,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,127870805,0.335045299985701,Masculin,18,Primaire ou moins,20% les plus riches,Inactif,0,0,0,1,0,0,,,,,0,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,135589680,0.469970823976585,Masculin,25,Primaire ou moins,2e quintile,Actif,0,0,0,1,0,0,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,139501079,0.492819917312542,Masculin,39,Secondaire,4e quintile,Actif,0,0,0,1,0,0,,,,,0,,,,0,1,1,0,0,1,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,Epargne,0,,,,,0,,,,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,1,0,0,1,0,,,,,,2,4,4,2,3,5,0,0,FALSE,FALSE,FALSE,TRUE,FALSE
BEN,Bénin,154918666,0.393525497407005,Masculin,25,Secondaire,20% les plus riches,Actif,1,1,1,1,1,0,,,1,1,0,,1,1,,,,,,,,,0,0,1,1,0,1,1,3,1,0,0,1,1,1,1,1,Epargne,1,1,1,,,1,1,1,,,0,,,,1,1,1,1,,,0,0,,,,,1,1,1,,,,,,,,1,4,4,1,4,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,169810425,1.98807393221947,Feminin,21,Primaire ou moins,3e quintile (median),Actif,0,0,0,0,0,0,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,147534787,2.86061246516387,Masculin,18,,3e quintile (median),Actif,1,1,0,1,1,1,1,1,0,0,0,,1,1,,,,,,,,,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,1,Epargne,1,1,0,,,0,,,,,1,1,0,,1,0,1,0,,,0,0,,,,,0,,,,,,,,,,1,4,4,4,1,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,128816373,0.305410583879459,Feminin,22,Secondaire,2e quintile,Inactif,1,1,1,1,1,0,,,0,1,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Famille ou amis,0,,,,,1,0,1,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
BEN,Bénin,147395154,0.406456857788139,Masculin,16,Secondaire,3e quintile (median),Inactif,0,0,0,1,0,0,,,,,0,,,,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,,,,,0,,,,,0,,,,0,,,,,,0,0,,,,,0,,,,,0,,,,,4,4,4,4,4,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
